item,category,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
음성군 - 주관적 건강수준인지율,Statistics,44.5,48.4,48.8,48.8,46.1,41.2,37.0,39.5,45.5,36.5,34.7,51.2,41.1,41.7,41.7,52.1
의령군 - 주관적 건강수준인지율,Statistics,49.6,52.9,49.2,62.2,58.5,45.8,46.4,45.6,39.5,49.0,36.0,50.2,54.3,39.0,48.8,42.7
의성군 - 주관적 건강수준인지율,Statistics,42.2,41.3,51.1,50.2,53.9,51.1,39.4,39.4,43.9,46.5,30.6,42.0,41.3,50.5,50.1,56.9
의왕시 - 주관적 건강수준인지율,Statistics,49.8,49.5,48.5,43.4,39.0,41.8,43.1,46.4,42.0,37.3,38.2,53.7,42.8,47.0,46.8,44.8
의정부시 - 주관적 건강수준인지율,Statistics,43.3,45.9,44.8,45.2,45.6,44.7,41.6,48.3,41.6,48.7,40.0,54.9,49.8,52.0,46.4,47.1
이천시 - 주관적 건강수준인지율,Statistics,47.1,45.0,44.2,46.2,42.7,42.4,50.8,50.4,47.0,48.3,45.7,48.5,51.0,59.1,47.3,45.9
익산시 - 주관적 건강수준인지율,Statistics,44.6,56.6,53.2,54.3,42.1,45.6,44.3,50.1,38.0,43.4,34.5,52.4,43.9,46.8,43.4,47.0
인제군 - 주관적 건강수준인지율,Statistics,51.5,52.0,50.2,57.7,58.2,54.6,59.6,49.1,51.4,42.8,47.5,56.0,48.7,50.1,56.1,51.3
인천광역시 - 주관적 건강수준인지율,Statistics,42.1,43.7,45.4,43.4,43.6,39.8,44.9,44.4,43.3,36.5,38.2,50.3,45.6,46.8,47.4,45.1
임실군 - 주관적 건강수준인지율,Statistics,61.8,57.3,53.0,56.4,64.8,60.3,58.2,50.3,53.6,55.0,46.9,67.7,46.8,49.8,50.2,66.2
장성군 - 주관적 건강수준인지율,Statistics,53.9,62.0,50.2,57.3,49.1,52.7,46.3,48.6,53.2,48.6,49.0,51.5,51.6,55.3,50.1,42.3
장수군 - 주관적 건강수준인지율,Statistics,44.0,56.5,59.9,56.3,63.1,40.4,47.1,49.7,64.0,50.0,47.5,61.2,46.4,50.7,41.8,59.8
장흥군 - 주관적 건강수준인지율,Statistics,68.7,58.1,55.6,50.5,43.3,53.4,48.6,47.7,45.4,36.2,53.8,61.0,48.4,56.9,48.2,42.9
전라남도 - 주관적 건강수준인지율,Statistics,51.3,52.5,54.3,50.7,50.4,46.2,47.6,45.9,46.8,43.8,45.1,57.0,48.7,53.5,47.2,49.0
전북특별자치도 - 주관적 건강수준인지율,Statistics,53.6,52.8,50.3,49.5,46.7,43.7,47.2,43.7,44.5,38.1,41.2,52.7,43.9,48.8,45.6,48.5
전주시 - 주관적 건강수준인지율,Statistics,61.9,47.2,46.6,51.2,51.0,44.4,48.3,41.0,48.4,31.9,42.6,46.1,42.5,49.0,42.1,47.7
정선군 - 주관적 건강수준인지율,Statistics,40.1,40.6,45.9,45.0,52.5,48.6,50.0,43.4,41.6,45.9,45.9,49.3,41.8,45.8,46.9,45.1
정읍시 - 주관적 건강수준인지율,Statistics,53.4,46.0,47.7,47.4,48.6,42.5,42.8,37.0,39.8,43.5,43.5,60.1,44.2,48.0,49.6,48.8
제주특별자치도 - 주관적 건강수준인지율,Statistics,53.9,55.0,46.5,41.5,43.8,41.6,49.1,44.8,46.4,41.6,40.7,59.8,52.5,49.5,51.9,56.5
제천시 - 주관적 건강수준인지율,Statistics,52.4,45.7,42.6,40.0,48.5,45.2,42.2,43.7,42.8,35.5,37.9,59.6,44.9,46.1,52.3,49.2
종로구 - 주관적 건강수준인지율,Statistics,61.1,46.9,46.6,41.8,44.5,43.3,51.6,48.7,49.3,46.4,38.0,69.7,51.4,54.4,47.3,49.4
중구 - 주관적 건강수준인지율,Statistics,46.2,53.2,55.9,52.6,41.0,44.9,44.0,47.3,50.9,42.4,52.8,69.2,59.7,62.1,63.6,62.5
중랑구 - 주관적 건강수준인지율,Statistics,64.5,44.1,44.5,41.0,43.8,44.9,43.7,41.0,42.5,45.7,40.2,54.6,47.2,49.8,45.8,53.7
증평군 - 주관적 건강수준인지율,Statistics,49.9,45.6,42.0,50.2,47.3,41.9,38.4,42.1,40.6,33.1,36.9,51.1,43.3,48.1,41.3,43.6
진도군 - 주관적 건강수준인지율,Statistics,54.9,50.2,57.0,54.9,57.9,44.8,37.1,45.0,51.3,39.3,39.2,51.6,39.4,48.9,47.5,60.8
진안군 - 주관적 건강수준인지율,Statistics,41.9,60.9,59.5,38.9,62.5,53.0,49.0,57.7,50.6,54.5,65.0,67.0,49.8,45.2,39.5,50.1
진주시 - 주관적 건강수준인지율,Statistics,44.2,40.5,41.6,38.9,45.1,40.7,40.8,42.1,45.5,42.5,46.4,51.1,44.8,44.3,45.3,41.8
진천군 - 주관적 건강수준인지율,Statistics,45.6,40.3,42.3,56.1,49.2,54.6,55.4,52.7,56.7,44.8,48.7,50.2,45.4,47.6,41.8,43.2
창녕군 - 주관적 건강수준인지율,Statistics,56.4,45.8,47.5,40.7,42.7,36.4,39.0,39.0,51.8,51.6,57.9,70.3,57.9,64.6,53.2,47.7
천안시 - 주관적 건강수준인지율,Statistics,44.7,55.0,41.2,45.7,40.7,40.6,42.8,45.4,40.2,44.5,42.9,54.7,53.0,44.8,43.4,42.4
철원군 - 주관적 건강수준인지율,Statistics,38.4,46.1,56.3,65.4,58.8,55.7,56.7,51.6,46.7,49.2,44.1,61.6,53.4,50.1,50.9,40.4
청도군 - 주관적 건강수준인지율,Statistics,48.8,46.7,48.2,41.5,47.3,49.1,44.1,39.6,47.8,40.6,35.0,47.6,43.6,48.3,42.4,45.2
청송군 - 주관적 건강수준인지율,Statistics,51.5,39.1,39.3,41.6,49.1,36.4,44.5,45.5,46.5,41.5,36.5,53.1,45.8,45.0,40.0,48.5
청양군 - 주관적 건강수준인지율,Statistics,50.0,59.7,50.8,53.5,54.8,34.5,41.0,39.7,44.8,44.7,40.2,54.5,53.5,51.3,51.5,56.0
청원군 - 주관적 건강수준인지율,Statistics,47.9,65.0,51.3,46.8,42.3,,,,,,,,,,,
춘천시 - 주관적 건강수준인지율,Statistics,52.2,57.0,49.0,49.1,50.5,47.5,47.8,42.1,50.6,49.8,44.7,59.9,48.5,52.6,51.5,44.4
충주시 - 주관적 건강수준인지율,Statistics,51.1,49.5,45.2,44.9,42.4,39.4,49.3,47.4,47.1,40.8,41.9,46.5,45.9,53.1,43.2,46.0
충청남도 - 주관적 건강수준인지율,Statistics,48.7,53.5,48.1,46.5,46.0,44.6,44.5,45.5,43.3,40.5,40.0,55.2,48.4,48.7,46.2,45.4
충청북도 - 주관적 건강수준인지율,Statistics,52.0,55.0,50.6,47.2,46.8,43.5,46.1,45.9,46.7,43.7,40.8,56.6,47.8,50.9,48.6,49.9
칠곡군 - 주관적 건강수준인지율,Statistics,41.5,42.5,35.0,32.8,36.7,35.3,37.9,36.5,39.1,33.8,32.4,57.8,44.5,49.0,46.7,51.5
태백시 - 주관적 건강수준인지율,Statistics,40.0,40.6,41.3,43.9,50.6,38.9,42.0,39.2,46.2,43.0,34.8,52.2,49.3,47.9,40.6,45.4
태안군 - 주관적 건강수준인지율,Statistics,48.9,57.9,56.2,54.6,50.9,41.0,35.5,35.0,42.9,29.5,36.1,45.1,41.8,46.3,45.7,45.0
통영시 - 주관적 건강수준인지율,Statistics,43.1,36.8,41.3,39.0,40.5,35.4,37.4,40.3,40.7,37.4,32.4,66.4,45.2,44.5,41.3,41.4
통합창원시 - 주관적 건강수준인지율,Statistics,43.6,44.9,41.0,43.3,41.0,39.6,39.3,39.9,40.8,35.3,40.9,53.7,47.5,48.5,46.0,50.1
통합청주시 - 주관적 건강수준인지율,Statistics,53.9,58.8,55.0,48.3,48.7,43.3,45.6,46.0,45.9,45.9,40.0,60.2,49.9,52.6,51.4,52.2
파주시 - 주관적 건강수준인지율,Statistics,46.8,37.7,44.1,46.0,46.2,42.0,42.9,48.1,43.4,43.9,40.5,58.6,53.8,53.7,44.5,48.8
평창군 - 주관적 건강수준인지율,Statistics,46.6,43.6,49.1,40.8,48.9,42.7,46.9,38.7,43.8,42.7,34.4,53.7,46.4,40.9,46.0,41.5
평택시 - 주관적 건강수준인지율,Statistics,46.4,45.0,41.2,40.0,43.6,39.2,41.5,41.3,38.0,34.3,33.5,50.9,44.1,48.0,41.5,48.7
포천시 - 주관적 건강수준인지율,Statistics,53.3,45.7,43.4,53.7,54.1,42.9,45.7,49.0,44.8,47.6,51.4,59.2,43.1,42.8,41.6,45.9
포항시 - 주관적 건강수준인지율,Statistics,43.5,47.0,43.7,40.2,43.2,42.9,44.1,43.6,45.1,39.8,41.1,54.1,47.9,46.2,44.2,47.5
하남시 - 주관적 건강수준인지율,Statistics,40.4,47.7,45.0,51.1,46.9,46.9,50.8,43.6,47.4,41.0,39.8,61.1,57.0,54.1,48.6,50.9
하동군 - 주관적 건강수준인지율,Statistics,47.5,41.5,35.6,33.9,42.1,39.4,36.8,43.1,44.9,38.2,39.2,41.6,38.0,40.9,42.0,39.3
함안군 - 주관적 건강수준인지율,Statistics,53.0,64.5,49.6,49.9,54.1,44.7,42.5,43.5,51.0,46.3,42.7,56.8,41.4,47.7,43.5,52.9
함양군 - 주관적 건강수준인지율,Statistics,41.5,51.5,46.6,51.5,44.6,41.6,36.7,44.7,41.7,35.4,42.3,57.2,43.4,46.5,40.7,48.9
함평군 - 주관적 건강수준인지율,Statistics,64.1,48.9,42.4,51.8,48.0,47.6,42.0,46.0,68.6,61.7,49.4,61.7,38.5,52.1,54.2,48.4
합천군 - 주관적 건강수준인지율,Statistics,50.0,47.5,52.2,49.6,45.5,45.5,44.7,37.4,48.3,34.2,43.7,42.9,42.4,45.9,43.0,43.0
해남군 - 주관적 건강수준인지율,Statistics,56.4,60.0,54.8,46.0,50.2,54.0,54.6,39.6,43.8,51.5,46.2,54.1,43.7,53.2,42.3,43.6
해운대구 - 주관적 건강수준인지율,Statistics,52.6,42.2,44.0,42.7,41.1,43.3,44.0,45.6,44.6,32.8,38.7,53.6,47.2,46.4,45.4,51.5
홍성군 - 주관적 건강수준인지율,Statistics,56.1,41.6,43.2,43.0,54.4,40.5,44.2,41.4,43.1,36.0,35.0,56.5,39.9,48.8,45.5,47.9
홍천군 - 주관적 건강수준인지율,Statistics,46.9,40.9,49.8,39.8,43.3,44.1,44.1,43.9,40.2,36.9,39.2,56.4,45.7,48.8,39.1,46.0
화성시 - 주관적 건강수준인지율,Statistics,43.4,40.8,43.6,39.2,41.6,42.5,41.6,46.0,45.1,47.3,41.0,59.0,51.3,49.8,47.0,46.5
화순군 - 주관적 건강수준인지율,Statistics,48.8,47.9,49.8,43.9,41.2,46.4,45.8,56.8,48.5,42.4,41.4,56.9,52.4,54.7,51.3,54.5
화천군 - 주관적 건강수준인지율,Statistics,43.7,54.2,57.4,59.0,53.7,53.6,45.5,50.0,49.5,49.5,52.1,69.7,53.9,53.3,52.1,57.7
횡성군 - 주관적 건강수준인지율,Statistics,46.8,46.7,52.1,41.0,46.9,42.2,46.4,48.5,42.1,47.0,60.1,50.5,46.8,52.9,53.5,48.6
